language_name,repo_name
Shell,apache/arrow
Shell,apache/beam
Shell,apache/calcite
Shell,apache/commons-lang
Shell,apache/cordova-docs
Shell,apache/drill
Shell,apache/hadoop
Shell,apache/spark
Shell,apache/zookeeper
Shell,apereo/cas
Shell,api-platform/api-platform
Shell,apollographql/apollo-client
Shell,apple/swift
Shell,appleseedhq/appleseed
Shell,apprenda/kismatic
Shell,arangodb/arangodb
Shell,aria2/aria2
Shell,artsy/emission
Shell,artsy/metaphysics
Shell,arut/nginx-rtmp-module
Shell,asciidoctor/asciidoctor
Shell,asciinema/asciinema
Shell,asdf-vm/asdf-plugins
Shell,askmike/gekko
Shell,astaxie/build-web-application-with-golang
Shell,atom/atom
Shell,atom/node-keytar
Shell,austinv11/Discord4J
Shell,auth0-samples/auth0-angular-samples
Shell,auth0/auth0.js
Shell,auth0/docs
Shell,auth0/lock
Shell,autolab/Autolab
Shell,automl/auto-sklearn
Shell,avh4/elm-format
Shell,aws/aws-sdk-cpp
Shell,awslabs/git-secrets
Shell,axkibe/lsyncd
Shell,babel/babel
Shell,baldurk/renderdoc
Shell,bawn/LCNetwork
Shell,bazelbuild/bazel
Shell,bazelbuild/rules_docker
Shell,bcgov/esm-server
Shell,bcgov/gwells
Shell,bcgov/sbc-qsystem
Shell,bcoca/ansible
Shell,bcoin-org/bcoin
Shell,bcosorg/bcos
Shell,beagle-dev/beagle-lib
Shell,beautify-web/js-beautify
Shell,beetbox/beets
Shell,begriffs/postgrest
Shell,benoitsteiner/tensorflow-opencl
Shell,berkeley-dsep-infra/datahub
Shell,bestiejs/platform.js
Shell,bestswifter/macbootstrap
Shell,betaflight/betaflight
Shell,bhauman/lein-figwheel
Shell,billchurch/WebSSH2
Shell,binary-com/binary-static
Shell,bioinform/varsim
Shell,bit3/jsass
Shell,bitcoin/bitcoin
Shell,bitrise-io/steps-slack-message
Shell,bitseater/weather
Shell,bitshares/bitshares-ui
Shell,bitwalker/distillery
Shell,bitwalker/exrm
Shell,bkimminich/juice-shop
Shell,blackducksoftware/hub-detect
Shell,blacklabelops/jira
Shell,blacklabelops/logrotate
Shell,blevesearch/bleve
Shell,bobthecow/psysh
Shell,bokeh/bokeh
Shell,bolt-design-system/bolt
Shell,boot2docker/boot2docker
Shell,box/mojito
Shell,boxcutter/windows
Shell,bradyhouse/house
Shell,brave/muon
Shell,brion/ogv.js
Shell,broadinstitute/firecloud-ui
Shell,broadinstitute/gatk
Shell,brpc/brpc
Shell,bslatkin/dpxdt
Shell,bsteinb/rsmpi
Shell,bt3gl/My-Gray-Hacker-Resources
Shell,btcsuite/btcd
Shell,bugobliterator/ardupilot-chibios
Shell,buildbot/buildbot
Shell,butor/blackbird
Shell,c172p-team/c172p-detailed
Shell,caffe2/caffe2
Shell,camunda/camunda-bpm-platform
Shell,canonical-ols/talisker
Shell,caolan/async
Shell,carllerche/bytes
Shell,carllerche/mio
Shell,caskdata/cdap
Shell,caskroom/homebrew-cask
Shell,cburgmer/rasterizeHTML.js
Shell,ccxt/ccxt
Shell,census-instrumentation/opencensus-java
Shell,ceph/ceph-ansible
Shell,cgag/loc
Shell,channelcat/sanic
Shell,chapmanb/bcbio-nextgen
Shell,chartjs/Chart.js
Shell,cheeriojs/cheerio
Shell,chef-partners/omnibus-marketplace
Shell,chef/chef
Shell,chriskempson/tomorrow-theme
Shell,chrislopresto/ember-freestyle
Shell,chummer5a/chummer5a
Shell,churchio/onebody
Shell,cilium/cilium
Shell,citybound/citybound
Shell,claroline/Claroline
Shell,claroline/Distribution
Shell,clearcontainers/proxy
Shell,clearcontainers/runtime
Shell,clintbellanger/flare-engine
Shell,cloudfoundry/buildpacks-ci
Shell,cloudfoundry/java-buildpack
Shell,cloudify-cosmo/cloudify-cli
Shell,cmu-db/peloton
Shell,coala/coala-bears
Shell,coala/corobo
Shell,cockpit-project/cockpit
Shell,cockroachdb/cockroach
Shell,cockroachdb/loadgen
Shell,code4craft/webmagic
Shell,codebox/bitmeteros
Shell,codecentric/spring-boot-admin
Shell,codecombat/codecombat
Shell,codefordenver/Circular
Shell,codenameone/CodenameOne
Shell,commaai/openpilot
Shell,commaai/panda
Shell,concourse/concourse
Shell,conda-forge/staged-recipes
Shell,connormanning/entwine
Shell,conradoqg/naivecoin
Shell,containernetworking/cni
Shell,containous/traefik
Shell,coolsnowwolf/lede
Shell,coq/coq
Shell,coreos/etcd
Shell,coreos/flannel
Shell,coreos/ignition
Shell,coreos/mantle
Shell,coreos/tectonic-installer
Shell,couchbase/couchbase-lite-ios
Shell,couchbase/sync_gateway
Shell,coursier/coursier
Shell,creationix/nvm
Shell,crossbario/autobahn-java
Shell,cryptape/cita
Shell,ctripcorp/apollo
Shell,cucumber/cucumber
Shell,cucumber/cucumber-js
Shell,cucumber/cucumber-ruby
Shell,cure53/DOMPurify
Shell,cvxgrp/cvxpy
Shell,da03/Attention-OCR
Shell,danger/danger
Shell,danielberkompas/ex_twilio
Shell,danielgindi/Charts
Shell,dannyvankooten/browserpass
Shell,danog/MadelineProto
Shell,danvk/dygraphs
Shell,darlinghq/darling
Shell,dart-lang/build
Shell,dartsim/dart
Shell,databrary/databrary
Shell,databricks/spark-csv
Shell,datacarpentry/datacarpentry.github.io
Shell,datastax/java-driver
Shell,davetron5000/gli
Shell,dawnlabs/carbon
Shell,dbekaert/TRAIN
Shell,dbudwin/RoboHome-Web
Shell,dcos/cosmos
Shell,dcos/dcos
Shell,dcos/dcos-cli
Shell,dcos/dcos-ui
Shell,ddarriba/jmodeltest2
Shell,ddollar/foreman
Shell,ddugovic/Stockfish
Shell,deeplearning4j/DataVec
Shell,deeplearning4j/deeplearning4j
Shell,deeplearning4j/libnd4j
Shell,deeplearning4j/nd4s
Shell,deepstreamIO/deepstream.io
Shell,defuse/php-encryption
Shell,desihub/desisim
Shell,desihub/desitarget
Shell,desktop/desktop
Shell,devtools-html/debugger.html
Shell,dfahlander/Dexie.js
Shell,dfm/george
Shell,didi/VirtualAPK
Shell,digitalocean/netbox
Shell,dimok789/loadiine_gx2
Shell,directus/directus
Shell,dirigeants/klasa
Shell,dmlc/rabit
Shell,dmlc/tvm
Shell,docker-library/docs
Shell,docker-library/official-images
Shell,docker-library/wordpress
Shell,docker/compose
Shell,docker/docker-bench-security
Shell,docker/kitematic
Shell,docker/machine
Shell,doctrine/cache
Shell,doctrine/dbal
Shell,domoticz/domoticz
Shell,domtronn/all-the-icons.el
Shell,donaldsharp/frr
Shell,dotclear/dotclear
Shell,dotnet-architecture/eShopOnContainers
Shell,dotnet/cli
Shell,dotnet/core-setup
Shell,dotnet/orleans
Shell,dotnet/roslyn
Shell,dotnet/wcf
Shell,dotnetcore/CAP
Shell,doug-martin/goqu
Shell,dpgaspar/Flask-AppBuilder
Shell,dpkp/kafka-python
Shell,dpnishant/appmon
Shell,drawpile/Drawpile
Shell,drud/ddev
Shell,druid-io/druid
Shell,drwetter/testssl.sh
Shell,dry-rb/dry-monads
Shell,dtag-dev-sec/tpotce
Shell,dtk/dtk-server
Shell,dvajs/dva
Shell,dylanaraps/pywal
Shell,easymodo/qimgv
Shell,eclipse/kura
Shell,eclipse/paho.mqtt.java
Shell,eddyxu/cpp-coveralls
Shell,edx/course-discovery
Shell,edx/edx-analytics-pipeline
Shell,edx/edx-platform
Shell,eggjs/egg
Shell,eirslett/frontend-maven-plugin
Shell,elBukkit/MagicPlugin
Shell,elastic-rs/elastic
Shell,elastic/elasticsearch
Shell,electron-userland/electron-builder
Shell,electron/electron
Shell,electrum/presto
Shell,elixir-lang/elixir
Shell,elli-lib/elli
Shell,elliotchance/c2go
Shell,emacs-mirror/emacs
Shell,emre/storm
Shell,endernewton/tf-faster-rcnn
Shell,enigmampc/catalyst
Shell,envoy/Embassy
Shell,envoyproxy/envoy
Shell,erdc/proteus
Shell,ericsink/SQLitePCL.raw
Shell,erikras/redux-form
Shell,espressif/esp-idf
Shell,ethanhs/WSL-Programs
Shell,ethereum/go-ethereum
Shell,ethereum/solidity
Shell,eventbrite/britecharts
Shell,eventql/eventql
Shell,evilhero/mylar
Shell,expressjs/express
Shell,fabric8-ui/fabric8-ui
Shell,fabric8io/fabric8-platform
Shell,facebook/buck
Shell,facebook/conceal
Shell,facebook/draft-js
Shell,facebook/flow
Shell,facebook/flux
Shell,facebook/folly
Shell,facebook/react
Shell,facebook/react-devtools
Shell,facebook/rocksdb
Shell,facebook/taste-tester
Shell,faneshion/MatchZoo
Shell,fastai/fastai
Shell,fastlane/fastlane
Shell,fastos/tcpdive
Shell,fatedier/frp
Shell,fboender/ansible-cmdb
Shell,fcwu/docker-ubuntu-vnc-desktop
Shell,fedora-infra/bodhi
Shell,fermiPy/fermipy
Shell,firebase/firebase-admin-python
Shell,firebase/firebase-js-sdk
Shell,firebase/functions-samples
Shell,fisherman/fzf
Shell,fkhadra/react-toastify
Shell,flatpak/flatpak
Shell,floragunncom/search-guard
Shell,florent37/CameraFragment
Shell,flux-framework/flux-core
Shell,flyerhzm/bullet
Shell,fnproject/fn
Shell,fog/fog-openstack
Shell,foosel/OctoPrint
Shell,foospidy/payloads
Shell,forcedotcom/aura
Shell,formspree/formspree
Shell,fortunejs/fortune
Shell,fractalclone/zephyr-riscv
Shell,frappe/erpnext
Shell,freedomofpress/securedrop
Shell,fsharp-editing/Forge
Shell,fsprojects/FSharp.Collections.ParallelSeq
Shell,fsprojects/FSharp.Data.SqlClient
Shell,fsprojects/Paket
Shell,fullcalendar/fullcalendar
Shell,fxbois/web-mode
Shell,g0v/vue.vtaiwan.tw
Shell,gabrielfalcao/lettuce
Shell,gaearon/react-hot-loader
Shell,gali8/Tesseract-OCR-iOS
Shell,gap-system/gap
Shell,gartnera/headunit
Shell,gate-sso/gate
Shell,gatling/gatling
Shell,gatsbyjs/gatsby
Shell,gchq/stroom
Shell,geany/geany
Shell,geeeeeeeeek/electronic-wechat
Shell,geerlingguy/drupal-vm
Shell,genialis/resolwe-bio
Shell,genny-project/alyson-v2
Shell,geodynamics/specfem3d
Shell,geopy/geopy
Shell,getlantern/lantern
Shell,getnikola/nikola
Shell,getpelican/pelican
Shell,getredash/redash
Shell,getsentry/raven-python
Shell,getsentry/sentry
Shell,getsentry/sentry-docs
Shell,ggreer/the_silver_searcher
Shell,giacomov/astromodels
Shell,gin-gonic/gin
Shell,git-lfs/git-lfs
Shell,git-up/GitUp
Shell,gitbucket/gitbucket
Shell,gitpython-developers/GitPython
Shell,gitwatch/gitwatch
Shell,gjaldon/heroku-buildpack-phoenix-static
Shell,glemaitre/imbalanced-learn
Shell,glowing-bear/glowing-bear
Shell,gluster/glusterweb
Shell,gmr/consulate
Shell,gnachman/iTerm2
Shell,gnuradio/gnuradio
Shell,go-gitea/gitea
Shell,go-sql-driver/mysql
Shell,go-swagger/go-swagger
Shell,goaop/framework
Shell,gocd/gocd
Shell,gocql/gocql
Shell,gogits/gogs
Shell,gonum/gonum
Shell,google/EarlGrey
Shell,google/WebFundamentals
Shell,google/blockly
Shell,google/closure-library
Shell,google/earthenterprise
Shell,google/google-api-ruby-client
Shell,google/googletest
Shell,google/guava
Shell,google/guice
Shell,google/leveldb
Shell,google/mtail
Shell,google/pprof
Shell,google/trillian
Shell,google/volley
Shell,google/xi-mac
Shell,googleapis/nodejs-spanner
Shell,googlefonts/fontbakery
Shell,googlei18n/libphonenumber
Shell,googlesamples/android-architecture-components
Shell,googlesamples/vulkan-basic-samples
Shell,gophercloud/gophercloud
Shell,gorhill/uBlock
Shell,gpc/grails-mail
Shell,gracelang/language
Shell,gradle/gradle
Shell,gradle/kotlin-dsl
Shell,graphql/graphql-js
Shell,gravitational/teleport
Shell,great-expectations/great_expectations
Shell,greenplum-db/gpdb
Shell,gregs1104/pgbench-tools
Shell,gridcoin/Gridcoin-Research
Shell,groonga/groonga
Shell,grpc-ecosystem/go-grpc-middleware
Shell,grpc-ecosystem/grpc-gateway
Shell,grpc/grpc
Shell,grpc/grpc-go
Shell,grpc/grpc-java
Shell,grpc/grpc-node
Shell,guillermooo/dart-sublime-bundle
Shell,guohongze/adminset
Shell,h2non/imaginary
Shell,h2o/h2o
Shell,h2oai/h2o-3
Shell,haad/proxychains
Shell,haakonnessjoen/MAC-Telnet
Shell,habitat-sh/habitat
Shell,haifengl/smile
Shell,haikuports/haikuports
Shell,hail-is/hail
Shell,hanami/hanami
Shell,hartwigmedical/hmftools
Shell,hashicorp/best-practices
Shell,hashicorp/consul
Shell,hashicorp/terraform
Shell,hashicorp/vault
Shell,hathway/JSONRequest
Shell,hbang/libcephei
Shell,henrylee2cn/pholcus
Shell,heptio/ark
Shell,heroku/heroku-buildpack-nodejs
Shell,hibernate/hibernate-ogm
Shell,highperformancecoder/scidavis
Shell,hioa-cs/IncludeOS
Shell,hishamhm/htop
Shell,hlinnaka/gpdb
Shell,hlissner/doom-emacs
Shell,holgern/pyedflib
Shell,holiman/evmlab
Shell,holman/dotfiles
Shell,hortonworks/cloudbreak
Shell,htpcBeginner/AtoMiC-ToolKit
Shell,http4s/http4s
Shell,huangz1990/redis-3.0-annotated
Shell,hubotio/hubot
Shell,hugsy/gef
Shell,hybridgroup/gobot
Shell,hydroshare/hydroshare
Shell,hyperium/hyper
Shell,hyperledger/fabric
Shell,hyyan/woo-poly-integration
Shell,iBotPeaches/Apktool
Shell,iNavFlight/inav
Shell,iamcal/php-emoji
Shell,ibab/tensorflow-wavenet
Shell,idaholab/mastodon
Shell,ideawu/ssdb
Shell,igniterealtime/Smack
Shell,ikarus23/MifareClassicTool
Shell,iluwatar/java-design-patterns
Shell,imazen/libwebp-net
Shell,imolorhe/altair
Shell,influxdata/influxdb-relay
Shell,inorichi/tachiyomi
Shell,insidegui/WWDC
Shell,intel-analytics/BigDL
Shell,iotile/coretools
Shell,iovisor/bcc
Shell,ipfs/go-ipfs
Shell,ipfs/ipfs-cluster
Shell,ipfs/ipget
Shell,ipfs/js-ipfs
Shell,ipfs/py-ipfs-api
Shell,irisli/stellarterm
Shell,irmen/Pyro4
Shell,isagalaev/highlight.js
Shell,isb-cgc/ISB-CGC-Webapp
Shell,istio/istio
Shell,istio/proxy
Shell,ivanceras/svgbobrus
Shell,ivandavidov/minimal
Shell,jaegertracing/jaeger
Shell,jakeret/tf_unet
Shell,jamesdbloom/mockserver
Shell,jamesmontemagno/MediaPlugin
Shell,jan-molak/serenity-js
Shell,janl/mustache.js
Shell,japaric/f3
Shell,japaric/svd2rust
Shell,japgolly/scalajs-react
Shell,jaredpar/roslyn
Shell,jason-bragg/orleans
Shell,jasonLaster/debugger.html
Shell,jasonmunro/cypht
Shell,jasp-stats/jasp-desktop
Shell,jburel/openmicroscopy
Shell,jcmoraisjr/haproxy-ingress
Shell,jeffpar/pcjs
Shell,jekyll/jekyll
Shell,jenkinsci/jenkins
Shell,jessfraz/dockerfiles
Shell,jfhbrook/node-ecstatic
Shell,jgorset/facebook-messenger
Shell,jgraph/drawio
Shell,jgthms/bulma
Shell,jhawthorn/solidus
Shell,jhipster/generator-jhipster
Shell,jimeh/git-aware-prompt
Shell,jindrapetrik/jpexs-decompiler
Shell,jitsi/jitsi-meet
Shell,jitsi/jitsi-videobridge
Shell,jnunemaker/flipper
Shell,joeferner/node-java
Shell,joelittlejohn/jsonschema2pojo
Shell,joemccann/dillinger
Shell,jondot/sneakers
Shell,jonlabelle/SublimeJsPrettier
Shell,jonls/redshift
Shell,jopohl/urh
Shell,josefprusa/Prusa3
Shell,joyent/binder
Shell,joyent/electric-moray
Shell,joyent/mahi
Shell,joyent/manta-mackerel
Shell,joyent/manta-madtom
Shell,joyent/manta-mako
Shell,joyent/manta-manatee
Shell,joyent/manta-marlin
Shell,joyent/manta-marlin-dashboard
Shell,joyent/manta-medusa
Shell,joyent/manta-minnow
Shell,joyent/manta-mola
Shell,joyent/manta-muskie
Shell,joyent/manta-propeller
Shell,joyent/manta-wrasse
Shell,joyent/moray
Shell,joyent/muppet
Shell,joyent/rfd
Shell,joyent/sdc-agents-installer
Shell,joyent/sdc-headnode
Shell,joyent/sdc-manatee
Shell,joyent/sdc-manta
Shell,joyent/sdc-system-tests
Shell,joyent/sdc-ur-agent
Shell,joyent/sdcadm
Shell,jp9000/obs-studio
Shell,jplag/jplag
Shell,jprochazka/adsb-receiver
Shell,js-cookie/js-cookie
Shell,jsdf/react-native-htmlview
Shell,jsonapi-suite/jsonapi_compliable
Shell,juju/juju
Shell,juliagoda/qfaktury
Shell,jumpserver/jumpserver
Shell,junegunn/fzf
Shell,justadudewhohacks/opencv4nodejs
Shell,justjanne/powerline-go
Shell,jvm-profiling-tools/async-profiler
Shell,jwilder/nginx-proxy
Shell,k9mail/k-9
Shell,kaczmarj/neurodocker
Shell,karma-runner/karma
Shell,kbase/KBaseSearchEngine
Shell,kbrsh/moon
Shell,kelda/kelda
Shell,kelseyhightower/confd
Shell,keybase/client
Shell,keybase/kbfs
Shell,keyboardio/Kaleidoscope
Shell,kiegroup/drools
Shell,kittinunf/Fuel
Shell,kivy/kivy-designer
Shell,kizniche/Mycodo
Shell,koajs/koa
Shell,koalaman/shellcheck
Shell,kohler/gifsicle
Shell,koute/stdweb
Shell,kpumuk/meta-tags
Shell,krausest/js-framework-benchmark
Shell,kripken/sql.js
Shell,kris-nova/kubicorn
Shell,ktbyers/netmiko
Shell,kubeless/kubeless
Shell,kubernetes-incubator/cri-o
Shell,kubernetes-incubator/kubespray
Shell,kubernetes-incubator/service-catalog
Shell,kubernetes/charts
Shell,kubernetes/community
Shell,kubernetes/dashboard
Shell,kubernetes/examples
Shell,kubernetes/heapster
Shell,kubernetes/helm
Shell,kubernetes/kubernetes
Shell,kubernetes/minikube
Shell,kubernetes/test-infra
Shell,kuzzleio/sdk-javascript
Shell,labzero/bootleg
Shell,lagom/lagom
Shell,lailongwei/llbc
Shell,lambtron/emojipacks
Shell,lando/lando
Shell,languagetool-org/languagetool
Shell,larshp/abapGit
Shell,lbryio/lbry
Shell,le4ker/personal-jekyll-theme
Shell,leafo/scssphp
Shell,leandromoreira/digital_video_introduction
Shell,leanprover/lean
Shell,leapmotion/autowiring
Shell,learningequality/kolibri
Shell,learningequality/kolibri-exercise-perseus-plugin
Shell,lennylxx/ipv6-hosts
Shell,lervag/vimtex
Shell,letsencrypt/boulder
Shell,lettuce-io/lettuce-core
Shell,lextm/sharpsnmplib
Shell,liaohuqiu/android-Ultra-Pull-To-Refresh
Shell,lib/pq
Shell,libMesh/libmesh
Shell,libgit2/php-git
Shell,librosa/librosa
Shell,lifei6671/mindoc
Shell,lihaoyi/Ammonite
Shell,linea-it/dri
Shell,linkedin/WhereHows
Shell,linkedin/databus
Shell,linkedin/pinot
Shell,linkerd/linkerd
Shell,lisa-lab/DeepLearningTutorials
Shell,litecoin-project/litecoin
Shell,liubin/promises-book
Shell,liuchengxu/space-vim
Shell,lneuhaus/pyrpl
Shell,lnykryn/systemd-rhel
Shell,loomio/loomio
Shell,loot/loot
Shell,louischatriot/nedb
Shell,lovell/sharp
Shell,lucasdemarchi/codespell
Shell,lucasjones/cpuminer-multi
Shell,luci/luci-go
Shell,luispedro/jug
Shell,lukas2511/dehydrated
Shell,lumol-org/lumol
Shell,maas/maas
Shell,madlib/madlib
Shell,magarena/magarena
Shell,mangosone/server
Shell,mangoszero/server
Shell,manufactured-solutions/MASA
Shell,marbl/canu
Shell,marcan/blitzloop
Shell,marcgibbons/django-rest-swagger
Shell,marcuswestin/store.js
Shell,markszabo/IRremoteESP8266
Shell,material-components/material-components-ios
Shell,matteocrippa/awesome-swift
Shell,mattherman/MbDotNet
Shell,mauricio/postgresql-async
Shell,mbuesch/razer
Shell,mcasimir/mobile-angular-ui
Shell,mcostalba/Stockfish
Shell,medialab-ufg/wp-rhs
Shell,meganz/sdk
Shell,meolu/walle-web
Shell,merenlab/anvio
Shell,meshbird/meshbird
Shell,mesonbuild/meson
Shell,mesosphere/dcos-commons
Shell,mesosphere/marathon
Shell,meta-debian/meta-debian
Shell,metabase/metabase
Shell,meteor/react-packages
Shell,mfem/mfem
Shell,mher/node-celery
Shell,mhevery/angular
Shell,micropython/micropython-esp32
Shell,midwayjs/pandora
Shell,miguelfreitas/twister-core
Shell,mikedanese/kubernetes
Shell,mikedh/trimesh
Shell,miloyip/nativejson-benchmark
Shell,minimaxir/big-list-of-naughty-strings
Shell,minio/minio
Shell,ministryofjustice/opg-docker
Shell,mitmproxy/mitmproxy
Shell,mixer/janus-gateway
Shell,mli/gluon-tutorials-zh
Shell,moby/moby
Shell,mochajs/mocha
Shell,moment/moment
Shell,mopsalarm/Pr0
Shell,mosen/ccp-recipes
Shell,mottosso/Qt.py
Shell,mozilla-mobile/firefox-ios
Shell,mozilla-services/go-bouncer
Shell,mozilla/bedrock
Shell,mozilla/fxa-content-server
Shell,mozilla/kuma
Shell,mozilla/tls-observatory
Shell,mozilla/treeherder
Shell,mpusher/mpush
Shell,mrdoob/three.js
Shell,mseemann/angular2-mdl
Shell,mseemann/angular2-mdl-ext
Shell,msgpack/msgpack-java
Shell,mu-editor/mu
Shell,multiarch/crossbuild
Shell,muricoca/crab
Shell,mvo5/unattended-upgrades
Shell,mwaskom/seaborn
Shell,mybatis/spring
Shell,mybatis/spring-boot-starter
Shell,myint/cppclean
Shell,mzabriskie/react-draggable
Shell,nabeelio/phpvms
Shell,nats-io/gnatsd
Shell,nats-io/nats-streaming-server
Shell,naver/pinpoint
Shell,nbs-system/php-malware-finder
Shell,ncw/rclone
Shell,ndevilla/iniparser
Shell,nebulasio/go-nebulas
Shell,neinteractiveliterature/intercode
Shell,neithere/django-autoslug
Shell,nekipelov/redisclient
Shell,neo4j/docker-neo4j
Shell,neomake/neomake
Shell,nerves-project/nerves
Shell,netblue30/firejail
Shell,netty/netty
Shell,nextcloud/android
Shell,nextcloud/appstore
Shell,nextcloud/deck
Shell,nextcloud/passman
Shell,nextcloud/server
Shell,nextcloud/spreed
Shell,ng-select/ng-select
Shell,ngageoint/hootenanny
Shell,ngageoint/hootenanny-ui
Shell,ngld/knossos
Shell,ngtcp2/ngtcp2
Shell,nicehash/nheqminer
Shell,nightscout/cgm-remote-monitor
Shell,nodejs/node-gyp
Shell,nodesource/distributions
Shell,noironetworks/aci-integration-module
Shell,noironetworks/apic-ml2-driver
Shell,nossas/bonde-client
Shell,npwalker/pe_metric_curl_cron_jobs
Shell,nsqio/nsq
Shell,nulib/avalon
Shell,numenta/numenta-web
Shell,nunit/nunit
Shell,nusmodifications/nusmods
Shell,nutjunkie/IQmol
Shell,nvbn/thefuck
Shell,oblique/create_ap
Shell,odota/core
Shell,offensive-security/kali-arm-build-scripts
Shell,oh-my-fish/oh-my-fish
Shell,oldj/SwitchHosts
Shell,omidfi/moro
Shell,onevcat/Kingfisher
Shell,open-falcon/falcon-plus
Shell,open-iscsi/tcmu-runner
Shell,openaddresses/openaddresses
Shell,opencart/opencart
Shell,opencleveland/large-lots
Shell,opencog/atomspace
Shell,opendroid-Team/enigma2
Shell,openembedded/meta-openembedded
Shell,openfl/openfl
Shell,openfoodfoundation/openfoodnetwork
Shell,openhatch/oh-mainline
Shell,openimaj/openimaj
Shell,openshift/openshift-ansible
Shell,openshift/origin
Shell,opensim-org/opensim-gui
Shell,openstack/group-based-policy
Shell,openstack/os-brick
Shell,openstenoproject/plover
Shell,openstreetmap/openstreetmap-website
Shell,opentable/sous
Shell,opentracing/opentracing-javascript
Shell,openwrt/packages
Shell,openzipkin/zipkin
Shell,oppia/oppia
Shell,optoro-devops/optoro_mysql
Shell,oscm/shell
Shell,oskarth/xv6
Shell,osmocom/rtl-sdr
Shell,overtrue/wechat
Shell,overviewer/Minecraft-Overviewer
Shell,ow2-proactive/programming
Shell,ow2-proactive/scheduling
Shell,owncloud/customgroups
Shell,owncloud/notifications
Shell,pachterlab/sleuth
Shell,pachyderm/pachyderm
Shell,palantir/atlasdb
Shell,palantir/http-remoting
Shell,palantir/tslint
Shell,pandas-dev/pandas
Shell,pangweiwei/slua
Shell,panoptes/POCS
Shell,pantuza/jsoncat
Shell,paragonie/random_compat
Shell,paritytech/parity
Shell,pat/thinking-sphinx
Shell,paulirish/git-open
Shell,pburtchaell/react-notification
Shell,pencil2d/pencil
Shell,pentaho/pentaho-kettle
Shell,persepolisdm/persepolis
Shell,personalrobotics/aikido
Shell,personalrobotics/or_urdf
Shell,petkaantonov/bluebird
Shell,pgmpy/pgmpy
Shell,phacility/phabricator
Shell,phenotips/phenotips
Shell,philc/vimium
Shell,philschatz/octokat.js
Shell,phoboslab/jsmpeg
Shell,phoronix-test-suite/phoronix-test-suite
Shell,phpbrew/phpbrew
Shell,phpro/grumphp
Shell,phusion/baseimage-docker
Shell,pichillilorenzo/JavaScriptEnhancements
Shell,picocms/Pico
Shell,pilgr/Paper
Shell,pingcap/grpc-rs
Shell,pingcap/tidb
Shell,pingcap/tikv
Shell,pioneers/PieCentral
Shell,pipeseroni/pipes.sh
Shell,piqueserver/piqueserver
Shell,pivotal-cf/pcf-pipelines
Shell,pivpn/pivpn
Shell,pixelhumain/co2
Shell,playframework/playframework
Shell,playgameservices/play-games-plugin-for-unity
Shell,pnpm/pnpm
Shell,poliastro/poliastro
Shell,popcodeorg/popcode
Shell,popcornmix/omxplayer
Shell,poqudrof/PapARt
Shell,pouchdb/pouchdb
Shell,powertab/powertabeditor
Shell,ppy/osu-web
Shell,practicalswift/swift
Shell,prasadtalasila/IRCLogParser
Shell,prestodb/presto
Shell,prettier/prettier
Shell,projectatomic/buildah
Shell,projectcalico/calico
Shell,projectcalico/felix
Shell,projectcalico/libcalico-go
Shell,prometheus/alertmanager
Shell,prometheus/prometheus
Shell,propensive/magnolia
Shell,prose/prose
Shell,ptt/pttbbs
Shell,publiclab/plots2
Shell,publicsuffix/list
Shell,puppetlabs/showoff
Shell,puppylinux-woof-CE/woof-CE
Shell,purduerov/XX-Core
Shell,pycontribs/jira
Shell,pycontw/pycontw2016
Shell,pyenv/pyenv
Shell,pylast/pylast
Shell,pypa/pip
Shell,pypa/virtualenv
Shell,pypa/warehouse
Shell,pyr/cyanite
Shell,python-security/pyt
Shell,python-zk/kazoo
Shell,pyvideo/pyvideo
Shell,qTox/qTox
Shell,qgis/QGIS
Shell,qmk/qmk_firmware
Shell,qtile/qtile
Shell,qtumproject/qtum
Shell,quartznet/quartznet
Shell,quasar-analytics/quasar
Shell,quilljs/quill
Shell,quiltdata/quilt
Shell,quisquous/cactbot
Shell,qutebrowser/qutebrowser
Shell,radare/radare2
Shell,rails/rails
Shell,ralfstx/minimal-json
Shell,ramsey/uuid
Shell,rancher/os
Shell,ranger/ranger
Shell,rathena/rathena
Shell,ray-project/ray
Shell,raywenderlich/swift-algorithm-club
Shell,rbenv/rbenv
Shell,rbenv/ruby-build
Shell,realm/realm-core
Shell,rear/rear
Shell,redkale/redkale
Shell,remind101/stacker
Shell,remoteintech/remote-jobs
Shell,remoting/dubbox
Shell,rentpath/react-ui
Shell,request/request
Shell,resin-io/etcher
Shell,restic/restic
Shell,rextimmy/Torque3D
Shell,rg3/youtube-dl
Shell,rgburke/grv
Shell,rgcr/m-cli
Shell,rickbergfalk/sqlpad
Shell,ripple/ripple-lib
Shell,rizsotto/Bear
Shell,rmagick/rmagick
Shell,rminnich/u-root
Shell,rochacbruno/flasgger
Shell,romanz/trezor-agent
Shell,rook/rook
Shell,rootsongjc/kubernetes-handbook
Shell,rpherbig/dr-scripts
Shell,rrrene/credo
Shell,rsjaffe/MIDI2LR
Shell,rsyslog/rsyslog-pkg-ubuntu
Shell,rtibbles/kolibri
Shell,runelite/runelite
Shell,rvoicilas/inotify-tools
Shell,ryanoasis/nerd-fonts
Shell,samba-team/samba
Shell,sass/node-sass
Shell,sbt/sbt
Shell,schatzlab/genomescope
Shell,schwabdidier/GazePlay
